text,source,source_lan,source_label,google_trans_en,source_dataset
我们要关爱留守儿童，用爱陪伴孩子，用爱温暖童心，切实守护好青少年成长发展的‘心灵港湾’，让孩子们成为新时代的栋梁之才,scenario,cz,care,"We must care for left-behind children, accompany them with love, warm children's hearts with love, and effectively protect the ""spiritual harbor"" for the growth and development of young people, so that children can become the pillars of the new era.",BM_CS
家中老人常常打电话给我让我注意身体，我的南方战友听说我这里疫情严重特意叮嘱我注意防护，老婆知道我感冒了很好担心。,scenario,cz,care,The elderly at home often call me to ask me to take care of my health. My comrades in arms from the south told me to pay attention to protection when they heard that the epidemic here is serious. My wife is very worried when she knows that I have a cold.,BM_CS
"关爱是一个眼神,给学生无声的祝福",scenario,cz,care,"Care is a look, a silent blessing to students",BM_CS
"关爱是一缕青风,给学生身心的舒畅",scenario,cz,care,"Caring is a ray of green wind, giving students physical and mental comfort",BM_CS
"关爱是一场春雨,给学生心田的滋润",scenario,cz,care,Caring is a spring rain that nourishes students’ hearts,BM_CS
"关爱是一句问侯,给学生春天的温暖",scenario,cz,care,"Care is a greeting, giving students the warmth of spring",BM_CS
这件事老师处理不得当，伤害了同学的自尊心,scenario,cz,care,The teacher handled this matter improperly and hurt the students' self-esteem.,BM_CS
我的话伤害了你，向你赔礼道歉,scenario,cz,care,"My words hurt you, I apologize to you.",BM_CS
说话太挖苦容易伤害人,scenario,cz,care,Speaking too sarcastically can hurt people,BM_CS
老师严厉的话语伤害了李平的自尊心,scenario,cz,care,The teacher's harsh words hurt Li Ping's self-esteem,BM_CS
妈妈经常记得我的生日,scenario,cz,care,Mom always remembers my birthday,BM_CS
远方的朋友寄来了礼物,scenario,cz,care,Friends from far away sent gifts,BM_CS
路上的小朋友在喂流浪猫。,scenario,cz,care,Children on the street are feeding stray cats.,BM_CS
美国军队在阿富汗杀害了大量平民,scenario,cz,care,US troops kill large numbers of civilians in Afghanistan,BM_CS
日本在侵华战争时期给我过造成了很大的人员和财产损失,scenario,cz,care,Japan caused a lot of human and property losses to us during its war of aggression against China.,BM_CS
黑社会成员经常祸害老百姓,scenario,cz,care,Triad members often harm ordinary people,BM_CS
学校品性不好的学生会经常欺负同学。,scenario,cz,care,Students with bad character in school often bully their classmates.,BM_CS
孩子独自在外面住宿，妈妈每天微信联系嘘寒问暖,scenario,cz,care,"The child lives alone outside, and the mother contacts her via WeChat every day to ask for help.",BM_CS
老公出门在外，老婆每天通话，问候老公,scenario,cz,care,"The husband is away from home, and the wife calls and greets her husband every day.",BM_CS
爸爸妈妈一人在老家，儿女一周和老妈视频一次，问候老人 孩子和父母犟嘴，伤害了父母的感情,scenario,cz,care,"Mom and dad are alone in their hometown, and their children have a video chat with their mother once a week to greet the elderly. The children are quarrelsome with their parents, which hurts their parents' feelings.",BM_CS
唐山打人案，不仅伤害了别人的身体，而且也断送了自己的前途,scenario,cz,care,"The Tangshan beating case not only harmed others' bodies, but also ruined one's own future.",BM_CS
同事之间勾心斗角，伤害同事感情,scenario,cz,care,Infighting among colleagues hurts their feelings,BM_CS
父母在你生病的时候的悉心照顾,scenario,cz,care,Your parents take good care of you when you are sick,BM_CS
小时候邻居家的爷爷奶奶会帮忙照顾给予食物,scenario,cz,care,"When I was young, my neighbor’s grandparents would help take care of and provide food.",BM_CS
下雨天自己没有带伞，朋友送回家,scenario,cz,care,"I didn’t bring an umbrella on a rainy day, so my friend took me home",BM_CS
情侣分手对彼此的言语伤害,scenario,cz,care,The words hurt each other when couples break up,BM_CS
生活中冷暴力也是一种无形的伤害,scenario,cz,care,Cold violence in life is also an invisible harm,BM_CS
爱情将两个人由陌生变成熟悉，又由熟悉变成陌生。爱情正是一个将一对陌生人变成情侣，又将一对情侣变成陌生人，这种伤害很辛苦。,scenario,cz,care,"Love changes two people from strangers to familiarity, and from familiarity to strangers. Love is what turns a pair of strangers into a couple, and a couple into strangers. This kind of hurt is very hard.",BM_CS
老师因为我成绩差而来辅导我,scenario,cz,care,The teacher came to tutor me because of my poor grades.,BM_CS
公交车设置爱心座位，是公众对老年人和孕妇抱婴者的关怀,scenario,cz,care,The provision of love seats on buses is a sign of public concern for the elderly and pregnant women holding babies.,BM_CS
我经常关心母亲的身体健康,scenario,cz,care,I often care about my mother's health,BM_CS
政府对环境问题十分注重,scenario,cz,care,The government attaches great importance to environmental issues,BM_CS
公交车驾驶员送迷路的小孩回家,scenario,cz,care,Bus driver takes lost child home,BM_CS
陌生人救护晕倒的路人,scenario,cz,care,Stranger rescues fainted passerby,BM_CS
店主为需要的人免费提供饮水。,scenario,cz,care,Shopkeepers provide free drinking water to those who need it.,BM_CS
妈妈经常早上给我煮早餐吃,scenario,cz,care,Mom often cooks breakfast for me in the morning,BM_CS
爸爸每天来接送我上下班——姐姐买奶茶会每次都帮我带一杯,scenario,cz,care,My father comes to take me to and from get off work every day - my sister brings me a cup every time she buys milk tea.,BM_CS
我关心妈妈在天气转变时老寒腿会疼，让妈妈早早的用上电热毯,scenario,cz,care,"I am concerned that my mother’s legs will hurt when the weather changes, so I asked my mother to use an electric blanket as soon as possible.",BM_CS
我关心老公睡不好觉，会影响第二天开车的精神,scenario,cz,care,"I am concerned that if my husband cannot sleep well, it will affect his energy to drive the next day.",BM_CS
看到抗日战争，我感觉心情很沉重,scenario,cz,care,"Seeing the Anti-Japanese War, I feel very heavy",BM_CS
爸爸经常关心我的身体状况，包括有没有钱花,scenario,cz,care,"Dad often cares about my physical condition, including whether I have money to spend",BM_CS
妈妈经常关心我的学习状况,scenario,cz,care,My mother often cares about my study status,BM_CS
老婆经常关心我的身体健康,scenario,cz,care,My wife always cares about my health,BM_CS
奸商们经常虚假宣传，为了谋取利益,scenario,cz,care,Profiteers often make false propaganda in order to make profits,BM_CS
不法分子对一些无辜的人造成伤害,scenario,cz,care,Criminals cause harm to some innocent people,BM_CS
父亲在儿子发烧的时候，在雨中背着儿子去医院看病,scenario,cz,care,"When his son had a fever, the father carried his son to the hospital in the rain to see a doctor",BM_CS
母亲常常叮嘱儿子在学校要照顾好自己，晚上睡觉记得盖被子,scenario,cz,care,Mother often tells her son to take good care of himself at school and remember to cover himself with a quilt when sleeping at night,BM_CS
小明家境贫寒，而母亲省吃俭用，只为让营养不良的小明每天都能吃上肉补充营养。喝醉的醉汉在大路上随意殴打他人,scenario,cz,care,"Xiao Ming's family was poor, and his mother lived frugally just so that the malnourished Xiao Ming could eat meat every day to supplement his nutrition. Drunk man beats others randomly on the road",BM_CS
小流氓时常对附近的商铺老板进行恐吓以索要保护费,scenario,cz,care,Hooligans often threaten nearby shop owners to demand protection money,BM_CS
好色的色狼在地铁上猥亵女士。,scenario,cz,care,Lecherous pervert molests lady on subway.,BM_CS
我的女儿上大学了，两个星期回家一次，可是最近因为疫情的原因，学校封闭管理了，好长时间回不了家，我很掂记她，我会经常打电话给她，听听她的声音，说几句话，聊聊天。,scenario,cz,care,"My daughter is in college and goes home once every two weeks. However, due to the epidemic, the school has been closed recently and she has not been able to go home for a long time. I miss her very much and will call her often to listen to her. sound, say a few words, chat.",BM_CS
新冠疫情，国家免费为百姓注射疫苗,scenario,cz,care,"In the new coronavirus epidemic, the state provides free vaccinations to the people",BM_CS
父母时刻关心孩子的成长,scenario,cz,care,Parents always care about their children's growth,BM_CS
中国铺张浪费行为令人痛心,scenario,cz,care,China’s extravagance and waste are distressing,BM_CS
中国梦的实现需要大家共同努力,scenario,cz,care,The realization of the Chinese dream requires the joint efforts of everyone,BM_CS
妈妈每天都给我打电话，问我的生活，总是特别强调我要好好吃饭,scenario,cz,care,My mother calls me every day and asks me about my life. She always emphasizes that I need to eat well.,BM_CS
最近压力有些大，生活学习都不是很顺畅，闺蜜每天有时间就来陪伴我，和我一起吃饭，聊天，让我心情变好,scenario,cz,care,"I have been under a lot of pressure recently, and my life and study are not going very smoothly. My best friend comes to accompany me when she has time every day, eats and chats with me, which makes me feel better.",BM_CS
自从老爸上次住院以后，我每周都会和他一起去社会养老服务中心当志愿者，帮助老人，让老爸也参与活动，让他感受到他被需要，生活的更快乐,scenario,cz,care,"Since my father was hospitalized last time, I have been working as a volunteer at the Social Elderly Service Center with him every week to help the elderly and let my father participate in activities, so that he can feel that he is needed and live a happier life.",BM_CS
